Genome Name,Study,Sample Name,Assembler,Genome Size,N50,# Contigs,Completeness,Contamination,Strain Heterogeneity,SGB ID
CM_madagascar__A10_01_1FE__bin.2,CM_madagascar,A10_01_1FE,metaSPAdes,1604461,3604,495,68.44239374,0.67114094,0.018616,5058
CM_madagascar__A10_02_1FE__bin.1,CM_madagascar,A10_02_1FE,metaSPAdes,3080017,28913,175,81.03448276,0,0.0438773,1657
CM_madagascar__A10_02_1FE__bin.10,CM_madagascar,A10_02_1FE,metaSPAdes,1552568,16407,144,90.52287582,3.225806452,0.0823206,9324
CM_madagascar__A10_02_1FE__bin.11,CM_madagascar,A10_02_1FE,metaSPAdes,2713019,23991,165,94.76190476,1.587301587,0.0406264,2240
CM_madagascar__A10_02_1FE__bin.13,CM_madagascar,A10_02_1FE,metaSPAdes,1177393,9534,165,58.37022981,0.537634409,0.0406783,9323
CM_madagascar__A10_02_1FE__bin.14,CM_madagascar,A10_02_1FE,metaSPAdes,1191020,8036,185,93.77289377,0.915750916,0.0244813,8671
CM_madagascar__A10_02_1FE__bin.17,CM_madagascar,A10_02_1FE,metaSPAdes,1451934,106390,19,55.24475524,0,0.00303,3539
CM_madagascar__A10_02_1FE__bin.2,CM_madagascar,A10_02_1FE,metaSPAdes,2328415,55734,69,99.37908497,0.294117647,0.00817,3677
CM_madagascar__A10_02_1FE__bin.4,CM_madagascar,A10_02_1FE,metaSPAdes,1597986,3326,506,70.46674928,1.115241636,0.079906,1404
CM_madagascar__A10_02_1FE__bin.5,CM_madagascar,A10_02_1FE,metaSPAdes,1552961,4199,410,76.28772526,1.424050633,0.1818546,5809
CM_madagascar__A10_02_1FE__bin.7,CM_madagascar,A10_02_1FE,metaSPAdes,2228549,2617,865,53.42187402,1.16747182,0.8801347,4946
CM_madagascar__A10_02_1FE__bin.9,CM_madagascar,A10_02_1FE,metaSPAdes,1438742,36763,60,90.14336918,0,0.00729,9319
CM_madagascar__A11_01_1FE__bin.1,CM_madagascar,A11_01_1FE,metaSPAdes,2259318,84753,31,98.38709677,0.806451613,0.0031,14427
CM_madagascar__A11_01_1FE__bin.12,CM_madagascar,A11_01_1FE,metaSPAdes,1974494,21112,144,97.6686217,1.728110599,0.0363931,14321
CM_madagascar__A11_01_1FE__bin.17,CM_madagascar,A11_01_1FE,metaSPAdes,771492,2613,289,58.8028169,0.352112676,0.2918345,6148
CM_madagascar__A11_01_1FE__bin.18,CM_madagascar,A11_01_1FE,metaSPAdes,2364358,107244,41,99.37908497,0.294117647,0.00617,3677
CM_madagascar__A11_01_1FE__bin.21,CM_madagascar,A11_01_1FE,metaSPAdes,2177535,18989,176,92.47311828,2.083333333,0.2326747,14823
CM_madagascar__A11_01_1FE__bin.22,CM_madagascar,A11_01_1FE,metaSPAdes,1244579,2853,457,50.30394566,0.990952176,1.2176958,17166
CM_madagascar__A11_01_1FE__bin.25,CM_madagascar,A11_01_1FE,metaSPAdes,1999265,19348,175,99.12739965,3.926701571,0.0177737,7082
CM_madagascar__A11_01_1FE__bin.26,CM_madagascar,A11_01_1FE,metaSPAdes,1660739,50909,54,68.46011132,1.360544218,0.0199825,15300
CM_madagascar__A11_01_1FE__bin.30,CM_madagascar,A11_01_1FE,metaSPAdes,2501356,29604,134,91.29109977,0.680272109,0.0726658,15291
CM_madagascar__A11_01_1FE__bin.33,CM_madagascar,A11_01_1FE,metaSPAdes,1608257,5582,340,64.22965717,0.960346964,0.044498,1475
CM_madagascar__A11_01_1FE__bin.34,CM_madagascar,A11_01_1FE,metaSPAdes,1094177,3152,364,60.12847222,0.625,0.0174317,9273
CM_madagascar__A11_01_1FE__bin.6,CM_madagascar,A11_01_1FE,metaSPAdes,1766102,107078,30,58.62068966,1.724137931,0.0171074,4564
CM_madagascar__A11_01_1FE__bin.8,CM_madagascar,A11_01_1FE,metaSPAdes,4665985,50024,144,97.97543158,0.212152199,0.00604,10068
CM_madagascar__A13_01_1FE__bin.1,CM_madagascar,A13_01_1FE,metaSPAdes,2014470,17959,171,92.99191375,1.246630728,0.1206056,6796
CM_madagascar__A13_01_1FE__bin.11,CM_madagascar,A13_01_1FE,metaSPAdes,1911239,43829,71,75.5033557,0,0.0711828,4421
CM_madagascar__A13_01_1FE__bin.15,CM_madagascar,A13_01_1FE,metaSPAdes,3918850,7396,685,89.96043102,1.815417139,0.2296398,10068
CM_madagascar__A13_01_1FE__bin.16,CM_madagascar,A13_01_1FE,metaSPAdes,1836112,9251,277,82.79117708,3.854875283,0.5264816,15300
CM_madagascar__A13_01_1FE__bin.2,CM_madagascar,A13_01_1FE,metaSPAdes,2029938,117641,34,95.79493088,1.405529954,0.0175329,17248
CM_madagascar__A13_01_1FE__bin.22,CM_madagascar,A13_01_1FE,metaSPAdes,1829402,3805,533,57.89473684,0.877192982,0.1856592,5075
CM_madagascar__A13_01_1FE__bin.24,CM_madagascar,A13_01_1FE,metaSPAdes,1640226,5341,373,84.32495409,2.840909091,0.5621883,9701
CM_madagascar__A13_01_1FE__bin.25,CM_madagascar,A13_01_1FE,metaSPAdes,1956603,161550,24,99.64649615,0.145560408,0.0102508,8003
CM_madagascar__A13_01_1FE__bin.30,CM_madagascar,A13_01_1FE,metaSPAdes,1699036,5255,378,84.8628692,1.424050633,0.1082199,5809
CM_madagascar__A13_01_1FE__bin.33,CM_madagascar,A13_01_1FE,metaSPAdes,1427559,4558,372,67.84824047,0.089605735,0.4451378,14370
CM_madagascar__A13_01_1FE__bin.34,CM_madagascar,A13_01_1FE,metaSPAdes,2193448,6356,457,83.10344828,3.448275862,0.2650712,6847
CM_madagascar__A13_01_1FE__bin.37,CM_madagascar,A13_01_1FE,metaSPAdes,2320999,50844,79,99.37908497,0.882352941,0.0142525,3677
CM_madagascar__A13_01_1FE__bin.4,CM_madagascar,A13_01_1FE,metaSPAdes,2534973,8913,367,94.60304576,2.721088435,0.3686638,15286
CM_madagascar__A13_01_1FE__bin.41,CM_madagascar,A13_01_1FE,metaSPAdes,2279630,50922,88,97.91666667,2.818181818,0.1155493,17244
CM_madagascar__A13_01_1FE__bin.43,CM_madagascar,A13_01_1FE,metaSPAdes,1724136,3549,518,59.96074879,2.053140097,0.2459528,4936
CM_madagascar__A13_01_1FE__bin.44,CM_madagascar,A13_01_1FE,metaSPAdes,3301771,23145,281,87.62398428,3.950825826,0.1607858,1626
CM_madagascar__A13_01_1FE__bin.6,CM_madagascar,A13_01_1FE,metaSPAdes,1686017,46935,44,88.44086022,1.612903226,0.1030272,14380
CM_madagascar__A13_01_1FE__bin.7,CM_madagascar,A13_01_1FE,metaSPAdes,2101450,22193,137,98.31378299,0.806451613,0.3331677,14824
CM_madagascar__A13_01_1FE__bin.9,CM_madagascar,A13_01_1FE,metaSPAdes,1584458,9147,233,92.37588652,2.482269504,0.0483004,3926
CM_madagascar__A13_03_1FE__bin.1,CM_madagascar,A13_03_1FE,metaSPAdes,2585004,95549,41,98.27586207,0,0.0127759,5239
CM_madagascar__A13_03_1FE__bin.12,CM_madagascar,A13_03_1FE,metaSPAdes,2496527,4513,650,77.38722679,0.601995184,0.0514806,12676
CM_madagascar__A13_03_1FE__bin.13,CM_madagascar,A13_03_1FE,metaSPAdes,2456875,7842,389,63.40125392,3.918495298,0.1761112,1677
CM_madagascar__A13_03_1FE__bin.23,CM_madagascar,A13_03_1FE,metaSPAdes,2713715,4869,688,75.0877193,1.754385965,0.3502084,4925
CM_madagascar__A13_03_1FE__bin.27,CM_madagascar,A13_03_1FE,metaSPAdes,1572237,39601,57,99.25093633,0,0.00303,8018
CM_madagascar__A13_03_1FE__bin.29,CM_madagascar,A13_03_1FE,metaSPAdes,2553947,62374,61,97.39130435,0.603864734,0.0231047,4933
CM_madagascar__A13_03_1FE__bin.3,CM_madagascar,A13_03_1FE,metaSPAdes,2363065,136939,43,99.37908497,0.294117647,0.00771,3677
CM_madagascar__A13_03_1FE__bin.30,CM_madagascar,A13_03_1FE,metaSPAdes,1504231,3979,411,85.99005425,1.265822785,0.3604908,5809
CM_madagascar__A13_03_1FE__bin.36,CM_madagascar,A13_03_1FE,metaSPAdes,866199,78664,18,57.94392523,0,0.00192,6970
CM_madagascar__A13_03_1FE__bin.38,CM_madagascar,A13_03_1FE,metaSPAdes,2375655,18889,180,82.36957387,1.172839506,0.1208232,1680
CM_madagascar__A13_03_1FE__bin.40,CM_madagascar,A13_03_1FE,metaSPAdes,1373106,4274,358,65.29147491,1.271093579,0.158564,15447
CM_madagascar__A13_03_1FE__bin.43,CM_madagascar,A13_03_1FE,metaSPAdes,1476529,29889,67,51.38888889,0,0.0184543,1477
CM_madagascar__A13_03_1FE__bin.44,CM_madagascar,A13_03_1FE,metaSPAdes,2070363,5605,464,83.59324237,0.584795322,0.0485692,3668
CM_madagascar__A14_01_1FE__bin.10,CM_madagascar,A14_01_1FE,metaSPAdes,2022176,8354,293,94.46202532,1.107594937,0.0157926,5809
CM_madagascar__A14_01_1FE__bin.11,CM_madagascar,A14_01_1FE,metaSPAdes,2733342,15397,262,95.65617914,0.786564626,0.2655594,15286
CM_madagascar__A14_01_1FE__bin.13,CM_madagascar,A14_01_1FE,metaSPAdes,2728055,14629,261,95.96774194,0.161290323,0.0114994,6179
CM_madagascar__A14_01_1FE__bin.15,CM_madagascar,A14_01_1FE,metaSPAdes,1937016,49319,65,84.44444444,0.427350427,0.00923,8651
CM_madagascar__A14_01_1FE__bin.17,CM_madagascar,A14_01_1FE,metaSPAdes,2211004,31586,117,82.94117647,0.294117647,0.0136024,3677
CM_madagascar__A14_01_1FE__bin.18,CM_madagascar,A14_01_1FE,metaSPAdes,1246815,4788,314,60.23722245,1.209677419,0.1195893,14321
CM_madagascar__A14_01_1FE__bin.19,CM_madagascar,A14_01_1FE,metaSPAdes,4284426,12695,491,95.2046131,0.694031085,0.2499987,10068
CM_madagascar__A14_01_1FE__bin.21,CM_madagascar,A14_01_1FE,metaSPAdes,2268789,17878,183,95.271261,0.806451613,0.3501675,14427
CM_madagascar__A14_01_1FE__bin.23,CM_madagascar,A14_01_1FE,metaSPAdes,2310287,39962,96,100,1.008064516,0.0665721,14815
CM_madagascar__A14_01_1FE__bin.24,CM_madagascar,A14_01_1FE,metaSPAdes,2232440,8926,331,92.05615942,1.93236715,0.1250117,4933
CM_madagascar__A14_01_1FE__bin.25,CM_madagascar,A14_01_1FE,metaSPAdes,2453876,22535,165,82.24880383,0,0.1471834,5083
CM_madagascar__A14_01_1FE__bin.26,CM_madagascar,A14_01_1FE,metaSPAdes,1029999,3423,323,55.5,0.625,0.421467,9274
CM_madagascar__A14_01_1FE__bin.30,CM_madagascar,A14_01_1FE,metaSPAdes,1950744,64211,48,89.23076923,3.133903134,0.00737,8655
CM_madagascar__A14_01_1FE__bin.5,CM_madagascar,A14_01_1FE,metaSPAdes,2605188,56994,74,98.79753915,0.223713647,0.0270435,5075
CM_madagascar__A15_02_1FE__bin.1,CM_madagascar,A15_02_1FE,metaSPAdes,2524593,17552,203,89.87995901,0.966183575,0.02605,4929
CM_madagascar__A15_02_1FE__bin.10,CM_madagascar,A15_02_1FE,metaSPAdes,3277501,33325,172,92.82700422,0.316455696,0.0789519,4829
CM_madagascar__A15_02_1FE__bin.11,CM_madagascar,A15_02_1FE,metaSPAdes,6394326,163430,54,98.48975189,0.323624595,0.00376,1872
CM_madagascar__A15_02_1FE__bin.12,CM_madagascar,A15_02_1FE,metaSPAdes,2617012,2879,933,56.44155481,0.943791946,0.1251656,5043
CM_madagascar__A15_02_1FE__bin.13,CM_madagascar,A15_02_1FE,metaSPAdes,2671322,147956,29,96.85990338,0.483091787,0.00483,4921
CM_madagascar__A15_02_1FE__bin.16,CM_madagascar,A15_02_1FE,metaSPAdes,3422760,51036,133,98.42491948,2.234299517,0.0163771,4940
CM_madagascar__A15_02_1FE__bin.17,CM_madagascar,A15_02_1FE,metaSPAdes,1097576,4738,287,66.66666667,0.877192982,0.00743,1024
CM_madagascar__A15_02_1FE__bin.18,CM_madagascar,A15_02_1FE,metaSPAdes,2094127,4066,575,51.03668262,1.754385965,0.2692444,4936
CM_madagascar__A15_02_1FE__bin.2,CM_madagascar,A15_02_1FE,metaSPAdes,1845006,88985,33,94.96644295,0.230704698,0.0136359,4303
CM_madagascar__A15_02_1FE__bin.20,CM_madagascar,A15_02_1FE,metaSPAdes,3085847,39445,143,93.06461353,3.47826087,0.0661127,4908
CM_madagascar__A15_02_1FE__bin.21,CM_madagascar,A15_02_1FE,metaSPAdes,2295707,15242,226,90.17133205,0.591216216,0.1956448,1613
CM_madagascar__A15_02_1FE__bin.24,CM_madagascar,A15_02_1FE,metaSPAdes,2207047,6676,409,89.11556844,0.859899329,0.0346909,5087
CM_madagascar__A15_02_1FE__bin.26,CM_madagascar,A15_02_1FE,metaSPAdes,1661595,5196,385,86.35346756,0.447427293,0.0195655,4327
CM_madagascar__A15_02_1FE__bin.27,CM_madagascar,A15_02_1FE,metaSPAdes,3066344,5941,642,87.81716762,3.046474598,0.2548722,4959
CM_madagascar__A15_02_1FE__bin.3,CM_madagascar,A15_02_1FE,metaSPAdes,4261298,8661,652,92.79111563,1.9963047,0.2378747,10068
CM_madagascar__A15_02_1FE__bin.4,CM_madagascar,A15_02_1FE,metaSPAdes,3438633,68003,101,95.55780933,1.07054316,0.012308,4882
CM_madagascar__A15_02_1FE__bin.8,CM_madagascar,A15_02_1FE,metaSPAdes,2301198,8519,372,87.00465244,2.394636015,0.2877182,4993
CM_madagascar__A19_01_1FE__bin.1,CM_madagascar,A19_01_1FE,metaSPAdes,1147839,2761,428,53.70066358,1.864069952,0.1644163,8774
CM_madagascar__A19_01_1FE__bin.11,CM_madagascar,A19_01_1FE,metaSPAdes,4171560,25615,295,94.7253251,0.887370731,0.2945972,10139
CM_madagascar__A19_01_1FE__bin.12,CM_madagascar,A19_01_1FE,metaSPAdes,1426046,58019,38,98.92473118,0,0.0016,9341
CM_madagascar__A19_01_1FE__bin.14,CM_madagascar,A19_01_1FE,metaSPAdes,1401124,14212,128,66.12903226,0.967741935,0.1116716,14321
CM_madagascar__A19_01_1FE__bin.15,CM_madagascar,A19_01_1FE,metaSPAdes,4344254,41568,182,97.78530333,0.648228804,0.1382233,10068
CM_madagascar__A19_01_1FE__bin.16,CM_madagascar,A19_01_1FE,metaSPAdes,1716042,6312,332,88.83363472,0.632911392,0.3443853,5809
CM_madagascar__A19_01_1FE__bin.18,CM_madagascar,A19_01_1FE,metaSPAdes,2014483,10087,289,93.2885906,1.006711409,0.0235299,4289
CM_madagascar__A19_01_1FE__bin.19,CM_madagascar,A19_01_1FE,metaSPAdes,1607232,3042,542,74.64788732,0.704225352,0.2199708,6148
CM_madagascar__A19_01_1FE__bin.20,CM_madagascar,A19_01_1FE,metaSPAdes,2790866,3257,915,65.00437778,3.238836663,0.1838084,9198
CM_madagascar__A19_01_1FE__bin.27,CM_madagascar,A19_01_1FE,metaSPAdes,4809487,8889,742,85.10068892,1.576576577,0.1882943,9202
CM_madagascar__A19_01_1FE__bin.3,CM_madagascar,A19_01_1FE,metaSPAdes,2741552,6132,566,82.70240571,2.046783626,0.058917,12676
CM_madagascar__A19_01_1FE__bin.5,CM_madagascar,A19_01_1FE,metaSPAdes,1272548,3320,409,58.90788224,1.882068549,0.0371545,8594
CM_madagascar__A19_01_1FE__bin.8,CM_madagascar,A19_01_1FE,metaSPAdes,2000112,21905,153,85.47008547,3.703703704,0.0123547,8640
CM_madagascar__A19_03_1FE__bin.12,CM_madagascar,A19_03_1FE,metaSPAdes,2141445,22636,148,81.66666667,0.294117647,0.0126847,3677
CM_madagascar__A19_03_1FE__bin.2,CM_madagascar,A19_03_1FE,metaSPAdes,2491666,17186,232,66.58339011,2.214714715,0.2048853,1644
CM_madagascar__A19_03_1FE__bin.5,CM_madagascar,A19_03_1FE,metaSPAdes,2339849,11629,270,86.02540273,0.557620818,0.0346223,1475
CM_madagascar__A19_03_1FE__bin.6,CM_madagascar,A19_03_1FE,metaSPAdes,2438388,49549,75,58.1547619,0.037202381,0.00675,10068
CM_madagascar__A20_01_1FE__bin.1,CM_madagascar,A20_01_1FE,metaSPAdes,1480161,3782,431,57.18023925,1.980676329,0.1727558,4933
CM_madagascar__A20_01_1FE__bin.10,CM_madagascar,A20_01_1FE,metaSPAdes,4001919,14634,399,94.51004803,0.600508761,0.1615799,10068
CM_madagascar__A20_01_1FE__bin.2,CM_madagascar,A20_01_1FE,metaSPAdes,1876976,5034,445,77.60223048,0.464684015,0.098523,1475
CM_madagascar__A20_01_1FE__bin.4,CM_madagascar,A20_01_1FE,metaSPAdes,2064828,96083,42,100,0.190839695,0.00857,7979
CM_madagascar__A20_01_1FE__bin.6,CM_madagascar,A20_01_1FE,metaSPAdes,1993524,4800,496,75.37581699,0.294117647,0.0553571,3677
CM_madagascar__A20_03_1FE__bin.10,CM_madagascar,A20_03_1FE,metaSPAdes,2286904,15287,241,90.55857488,1.449275362,0.2014929,4925
CM_madagascar__A20_03_1FE__bin.11,CM_madagascar,A20_03_1FE,metaSPAdes,1951991,8497,313,89.72844048,0,0.1909309,5822
CM_madagascar__A20_03_1FE__bin.16,CM_madagascar,A20_03_1FE,metaSPAdes,2763020,17839,245,99.06367041,0.086988039,0.0530142,7970
CM_madagascar__A20_03_1FE__bin.17,CM_madagascar,A20_03_1FE,metaSPAdes,1208098,13012,139,55.93159568,1.287647316,0.0340725,5825
CM_madagascar__A20_03_1FE__bin.18,CM_madagascar,A20_03_1FE,metaSPAdes,1896155,8458,293,53.44827586,2.586206897,0.4497071,1647
CM_madagascar__A20_03_1FE__bin.19,CM_madagascar,A20_03_1FE,metaSPAdes,3377940,29970,190,75.15673981,1.724137931,0.1407819,1626
CM_madagascar__A20_03_1FE__bin.2,CM_madagascar,A20_03_1FE,metaSPAdes,1100362,4061,303,71.44212524,0,0.0347665,9324
CM_madagascar__A20_03_1FE__bin.23,CM_madagascar,A20_03_1FE,metaSPAdes,1449173,3369,460,52.43386243,0.952380952,0.0517175,2228
CM_madagascar__A20_03_1FE__bin.4,CM_madagascar,A20_03_1FE,metaSPAdes,945463,41092,31,56.17977528,1.123595506,0.00118,1024
CM_madagascar__A20_03_1FE__bin.5,CM_madagascar,A20_03_1FE,metaSPAdes,2810617,69239,68,98.06763285,0.483091787,0.0220296,4933
CM_madagascar__A20_03_1FE__bin.9,CM_madagascar,A20_03_1FE,metaSPAdes,1583020,43380,45,100,0.124843945,0.00424,8018
CM_madagascar__A22_01_1FE__bin.1,CM_madagascar,A22_01_1FE,metaSPAdes,1573904,4153,421,77.94406307,1.265822785,0.0606033,5809
CM_madagascar__A22_01_1FE__bin.10,CM_madagascar,A22_01_1FE,metaSPAdes,3387476,65115,85,96.62162162,1.858108108,0.0118575,1644
CM_madagascar__A22_01_1FE__bin.15,CM_madagascar,A22_01_1FE,metaSPAdes,2978930,68493,67,98.63123994,0.483091787,0.0165923,4933
CM_madagascar__A22_01_1FE__bin.17,CM_madagascar,A22_01_1FE,metaSPAdes,1446357,33940,68,93.25842697,1.123595506,0.0026,1024
CM_madagascar__A22_01_1FE__bin.9,CM_madagascar,A22_01_1FE,metaSPAdes,1495473,10842,187,51.6047088,0,0.0214653,1477
CM_madagascar__A23_01_1FE__bin.1,CM_madagascar,A23_01_1FE,metaSPAdes,1861283,5943,386,93.9516129,2.419354839,0.6171503,14492
CM_madagascar__A23_01_1FE__bin.12,CM_madagascar,A23_01_1FE,metaSPAdes,2207095,3044,752,50,0,0.125482,10068
CM_madagascar__A23_01_1FE__bin.14,CM_madagascar,A23_01_1FE,metaSPAdes,1738723,17732,154,88.03418803,2.564102564,0.00347,8609
CM_madagascar__A23_01_1FE__bin.15,CM_madagascar,A23_01_1FE,metaSPAdes,1076113,3101,374,62.96302294,0.8,0.0452169,714
CM_madagascar__A23_01_1FE__bin.17,CM_madagascar,A23_01_1FE,metaSPAdes,2130240,5934,437,87.87472036,2.223154362,0.0906759,5066
CM_madagascar__A23_01_1FE__bin.4,CM_madagascar,A23_01_1FE,metaSPAdes,905916,5769,182,55.93677156,1.748251748,0.0274249,6385
CM_madagascar__A24_02_1FE__bin.13,CM_madagascar,A24_02_1FE,metaSPAdes,1502993,3287,492,59.0430622,1.036682616,0.4444031,4933
CM_madagascar__A24_02_1FE__bin.16,CM_madagascar,A24_02_1FE,metaSPAdes,1205645,4127,341,58.62068966,1.724137931,0.0816609,4325
CM_madagascar__A24_02_1FE__bin.20,CM_madagascar,A24_02_1FE,metaSPAdes,4524231,127428,73,99.62385176,0.43844367,0.0406661,10068
CM_madagascar__A24_02_1FE__bin.21,CM_madagascar,A24_02_1FE,metaSPAdes,2300731,8310,373,93.5192953,0.223713647,0.3232715,5082
CM_madagascar__A24_02_1FE__bin.22,CM_madagascar,A24_02_1FE,metaSPAdes,1444102,4019,406,65.51724138,1.724137931,0.2058409,4327
CM_madagascar__A24_02_1FE__bin.4,CM_madagascar,A24_02_1FE,metaSPAdes,1817065,39474,74,98.12734082,0.093632959,0.0129565,8021
CM_madagascar__A24_02_1FE__bin.5,CM_madagascar,A24_02_1FE,metaSPAdes,2518550,32462,109,96.97986577,0.566275168,0.0262619,5075
CM_madagascar__A24_02_1FE__bin.6,CM_madagascar,A24_02_1FE,metaSPAdes,2130278,16880,188,94.34599156,0.632911392,0.0363052,5809
CM_madagascar__A24_02_1FE__bin.7,CM_madagascar,A24_02_1FE,metaSPAdes,1438353,5361,311,93.38868389,0.073800738,0.00749,19434
CM_madagascar__A24_04_1FE__bin.11,CM_madagascar,A24_04_1FE,metaSPAdes,1899700,108962,26,89.74358974,0.854700855,0.00012,8653
CM_madagascar__A24_04_1FE__bin.12,CM_madagascar,A24_04_1FE,metaSPAdes,1108762,37875,52,75.28089888,1.123595506,0.00416,1024
CM_madagascar__A24_04_1FE__bin.20,CM_madagascar,A24_04_1FE,metaSPAdes,1414690,3482,443,58.6689038,0.732153752,0.0571682,4272
CM_madagascar__A24_04_1FE__bin.4,CM_madagascar,A24_04_1FE,metaSPAdes,2164622,20337,180,96.20253165,0,0.00832,5822
CM_madagascar__A24_04_1FE__bin.6,CM_madagascar,A24_04_1FE,metaSPAdes,1218547,3441,394,62.20095694,0,0.2501819,4933
CM_madagascar__A24_04_1FE__bin.8,CM_madagascar,A24_04_1FE,metaSPAdes,3140672,55274,95,97.56944444,1.690821256,0.0174525,4925
CM_madagascar__A24_04_1FE__bin.9,CM_madagascar,A24_04_1FE,metaSPAdes,1177036,3725,358,61.30033557,1.510067114,0.0916613,6370
CM_madagascar__A25_01_1FE__bin.10,CM_madagascar,A25_01_1FE,metaSPAdes,2067604,19019,161,88.67521368,2.735042735,0.0143861,8651
CM_madagascar__A25_01_1FE__bin.13,CM_madagascar,A25_01_1FE,metaSPAdes,2781678,64926,67,98.67149758,1.449275362,0.0105728,4933
CM_madagascar__A25_01_1FE__bin.14,CM_madagascar,A25_01_1FE,metaSPAdes,1967259,18584,157,97.98657718,0,0.1046802,4327
CM_madagascar__A25_01_1FE__bin.16,CM_madagascar,A25_01_1FE,metaSPAdes,2324298,33432,108,97.05882353,0.294117647,0.00813,3677
CM_madagascar__A25_01_1FE__bin.20,CM_madagascar,A25_01_1FE,metaSPAdes,2272606,24087,144,89.64157706,0,0.0724915,1679
CM_madagascar__A25_01_1FE__bin.23,CM_madagascar,A25_01_1FE,metaSPAdes,2865631,48369,82,96.03864734,1.93236715,0.0284701,4907
CM_madagascar__A25_01_1FE__bin.24,CM_madagascar,A25_01_1FE,metaSPAdes,2842633,14998,298,88.10386473,2.657004831,0.1227283,4925
CM_madagascar__A25_01_1FE__bin.25,CM_madagascar,A25_01_1FE,metaSPAdes,1861124,4859,449,77.36149763,1.020408163,1.1133869,15332
CM_madagascar__A25_01_1FE__bin.3,CM_madagascar,A25_01_1FE,metaSPAdes,1689396,11842,201,96.69108669,0.561660562,0.00324,19436
CM_madagascar__A25_01_1FE__bin.5,CM_madagascar,A25_01_1FE,metaSPAdes,2371082,14687,243,95.70184155,1.737451737,0.039321,1701
CM_madagascar__A25_01_1FE__bin.7,CM_madagascar,A25_01_1FE,metaSPAdes,2796125,44934,104,94.2430666,1.295045045,0.0525351,1613
CM_madagascar__A27_02_1FE__bin.11,CM_madagascar,A27_02_1FE,metaSPAdes,1478856,3469,458,54.41786284,2.392344498,0.7094534,4921
CM_madagascar__A27_02_1FE__bin.14,CM_madagascar,A27_02_1FE,metaSPAdes,1969895,3001,665,55.68156396,1.789709172,0.7737632,15234
CM_madagascar__A27_02_1FE__bin.15,CM_madagascar,A27_02_1FE,metaSPAdes,3056711,43043,108,95.55555556,0.476190476,0.00919,2229
CM_madagascar__A27_02_1FE__bin.16,CM_madagascar,A27_02_1FE,metaSPAdes,2336051,8541,341,89.2606361,0.21685254,0.0203527,1475
CM_madagascar__A27_02_1FE__bin.17,CM_madagascar,A27_02_1FE,metaSPAdes,2719699,12235,314,96.93877551,0.680272109,0.0896519,15286
CM_madagascar__A27_02_1FE__bin.18,CM_madagascar,A27_02_1FE,metaSPAdes,2530611,37631,102,97.61904762,1.360544218,0.0601663,15339
CM_madagascar__A27_02_1FE__bin.2,CM_madagascar,A27_02_1FE,metaSPAdes,1647382,6012,349,81.86134853,1.709401709,0.0321919,8645
CM_madagascar__A27_02_1FE__bin.21,CM_madagascar,A27_02_1FE,metaSPAdes,2871704,55996,94,97.98657718,0,0.0331602,5117
CM_madagascar__A27_02_1FE__bin.24,CM_madagascar,A27_02_1FE,metaSPAdes,2709165,77371,52,96.0547504,1.449275362,0.022352,4900
CM_madagascar__A27_02_1FE__bin.28,CM_madagascar,A27_02_1FE,metaSPAdes,2150186,18397,173,98.73417722,0.632911392,0.00678,5809
CM_madagascar__A27_02_1FE__bin.29,CM_madagascar,A27_02_1FE,metaSPAdes,1530190,115645,25,96.62921348,0,0.00267,19694
CM_madagascar__A27_02_1FE__bin.3,CM_madagascar,A27_02_1FE,metaSPAdes,2423561,33184,111,99.37908497,0.294117647,0.009,3677
CM_madagascar__A27_02_1FE__bin.31,CM_madagascar,A27_02_1FE,metaSPAdes,2626681,12870,280,91.63492063,0.952380952,0.0207372,2239
CM_madagascar__A27_02_1FE__bin.35,CM_madagascar,A27_02_1FE,metaSPAdes,1678157,13243,181,58.73182327,0,0.1299174,5121
CM_madagascar__A27_02_1FE__bin.36,CM_madagascar,A27_02_1FE,metaSPAdes,3229520,100915,56,87.58445946,2.252252252,0.00621,1614
CM_madagascar__A27_02_1FE__bin.37,CM_madagascar,A27_02_1FE,metaSPAdes,3218511,95439,61,99.42028986,1.449275362,0.016705,4909
CM_madagascar__A27_02_1FE__bin.38,CM_madagascar,A27_02_1FE,metaSPAdes,1684163,22277,114,99.25093633,0.873907615,0.1414357,8022
CM_madagascar__A27_02_1FE__bin.39,CM_madagascar,A27_02_1FE,metaSPAdes,4362484,19665,386,93.29512598,2.199504337,0.0714225,1836
CM_madagascar__A27_02_1FE__bin.4,CM_madagascar,A27_02_1FE,metaSPAdes,1853064,4079,513,62.04145095,0.046296296,0.0401973,1657
CM_madagascar__A27_02_1FE__bin.40,CM_madagascar,A27_02_1FE,metaSPAdes,2641481,22057,230,93.27697262,2.965982287,0.1476273,4938
CM_madagascar__A28_02_1FE__bin.12,CM_madagascar,A28_02_1FE,metaSPAdes,2905488,24460,190,70.51724138,0,0.089253,1614
